"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"kirgizy";"profession / zanjatie";"2776";"1962_6";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"tjurki doliny Kzyl-Su";"language / spoken (incl. dialects)";"27793";"1960_1";"tjurki";"present";NA;NA;"proximity / similarity"
"tjurki doliny Yakh-Su";"language / spoken (incl. dialects)";"27793";"1960_1";"tjurki";"present";NA;NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"family structure / semejnye otnoshenija";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Uzbekistan / Uzbekskaja SSR";"mirovozzrenie / worldview";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Uzbekistan / Uzbekskaja SSR";"education";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Uzbekistan / Uzbekskaja SSR";"byt / bytovyj uklad / every-day life practices";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Uzbekistan / Uzbekskaja SSR";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Uzbekistan / Uzbekskaja SSR";"life on kolkhozes / kolkhoznoe krest'janstvo";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Karakalpakija";"family structure / semejnye otnoshenija";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Karakalpakija";"mirovozzrenie / worldview";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Karakalpakija";"education";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Karakalpakija";"byt / bytovyj uklad / every-day life practices";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Karakalpakija";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"Karakalpakija";"life on kolkhozes / kolkhoznoe krest'janstvo";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA;NA
"narody Srednej Azii";"clothing";"280719";"1973_5";"narody Srednej Azii i Kazakhstana";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"profession / zanjatie";"2824";"1962_6";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"Afganskij Badakhshan";"use of specific tools or methods";"283224";"1971_1";"Afghanistan";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"Afganskij Badakhshan";"zemledelie / sel'skoe khosjajstvo / agriculture";"283224";"1971_1";"Afghanistan";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"khazarejcy";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"284381";"1968_1";"Groups";"past: pre-Islamic / pre-Arab conquest";NA;NA;"influence"
"Afghanistan";"language / spoken (incl. dialects)";"285071";"1968_1";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;NA;"proximity / similarity"
"gorodskoe naselenie Turkmenii";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"285473";"1970_4";"gorodskoe naselenie Srednej Azii";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"gorodskoe naselenie Kirgizii";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"285473";"1970_4";"gorodskoe naselenie Srednej Azii";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"khazarejcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"285584";"1968_1";"Groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"khazarejcy";"language / spoken (incl. dialects)";"285584";"1968_1";"Groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"nari (Afghanistan)";"identity / self-description / samonazvanie / samosoznanie";"287524";"1967_4";"Groups in Afghanistan";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"chilasi (Afghanistan)";"language / spoken (incl. dialects)";"287710";"1967_4";"Groups in Afghanistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"chilasi (Afghanistan)";"identity / self-description / samonazvanie / samosoznanie";"287787";"1967_4";"Groups in Afghanistan";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"pashaj (Afghanistan)";"identity / self-description / samonazvanie / samosoznanie";"288063";"1967_4";"Groups in Afghanistan";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"mongoly / Mongols";"language / spoken (incl. dialects)";"288175";"1968_1";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;NA;"influence"
"mongoly / Mongols";"zemledelie / sel'skoe khosjajstvo / agriculture";"288175";"1968_1";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;NA;"influence"
"mongoly / Mongols";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"288175";"1968_1";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;NA;"influence"
"mongoly / Mongols";"remeslo / craft / handicraft";"288175";"1968_1";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;NA;"influence"
"Russia / RSFSR";"use of specific tools or methods";"288268";"1971_1";"Locations";"present";"Citation informant, local population, interviewee";"Rupture";"material support"
"Russia / RSFSR";"zemledelie / sel'skoe khosjajstvo / agriculture";"288268";"1971_1";"Locations";"present";"Citation informant, local population, interviewee";"Rupture";"material support"
"khazarejcy";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"288536";"1968_1";"Groups";"past";"Factual Statement by Author";"Continuity";"influence"
"khazarejcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"288536";"1968_1";"Groups";"past";"Factual Statement by Author";"Continuity";"influence"
"khazarejcy";"zemledelie / sel'skoe khosjajstvo / agriculture";"288536";"1968_1";"Groups";"past";"Factual Statement by Author";"Continuity";"influence"
"khazarejcy";"remeslo / craft / handicraft";"288536";"1968_1";"Groups";"past";"Factual Statement by Author";"Continuity";"influence"
"khazarejcy";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"289374";"1968_1";"Groups";"past: pre-Soviet";NA;NA;"proximity / similarity"
"khazarejcy";"mode of production / khozjajsvennyj uklad / economic system";"289374";"1968_1";"Groups";"past: pre-Soviet";NA;NA;"proximity / similarity"
"khazarejcy";"literature / poslovica / pogovorki";"289374";"1968_1";"Groups";"past: pre-Soviet";NA;NA;"proximity / similarity"
"keshemskie beludzhi (Afghanistan)";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"289683";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"keshemskie beludzhi (Afghanistan)";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"289785";"1967_4";"Groups in Afghanistan";"present";NA;NA;"contact / connection (interpersonal, interethnic,...)"
"keshemskie beludzhi (Afghanistan)";"identity / self-description / samonazvanie / samosoznanie";"289815";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"difference"
"keshemskie beludzhi (Afghanistan)";"narodnaja gruppa / gruppa narodov";"289871";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Kirgizija / Kirgizskaja SSR";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Kazakhstan / Kazakhskaja SSR";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Bukhara (Uzbekistan)";"use of specific tools or methods";"28997";"1955_1";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Ferghana (Uzbekistan)";"use of specific tools or methods";"28997";"1955_1";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Dzhizak";"use of specific tools or methods";"28997";"1955_1";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Azerbaijan / Azerbaidzahnskaja SSR";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Kavkaz";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Zakavkas";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Afghanistan";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"North-West India";"use of specific tools or methods";"28997";"1955_1";"India";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Iran";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"East Turkestan (Chinese)";"use of specific tools or methods";"28997";"1955_1";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"korejcy Srednej Azii";"clothing";"29002";"1966_5";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"clothing";"29002";"1966_5";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"ormuri (Afghanistan)";"identity / self-description / samonazvanie / samosoznanie";"290076";"1967_4";"Groups in Afghanistan";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"pamircy (Afghanistan)";"identity / self-description / samonazvanie / samosoznanie";"291396";"1967_4";"Groups in Afghanistan";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"turkmeny";"interior design / ubranstvo";"29168";"1962_6";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"difference"
"tejmuri, zuri, tairi (Afghanistan)";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"292788";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tejmuri, zuri, tairi (Afghanistan)";"language / spoken (incl. dialects)";"292788";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"karakalpaki";"interior design / ubranstvo";"29295";"1962_6";"Groups";NA;"Factual Statement by Author";NA;"difference"
"tejmuri, zuri, tairi (Afghanistan)";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"292964";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"tejmuri, zuri, tairi (Afghanistan)";"identity / self-description / samonazvanie / samosoznanie";"293010";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"difference"
"pamircy (Afghanistan)";"language / spoken (incl. dialects)";"293062";"1958_1";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"clothing";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"difference"
"kazakhi";"clothing";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"difference"
"kirgizy";"clothing";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"difference"
"ajmaki (Afghanistan)";"narodnaja gruppa / gruppa narodov";"294636";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tejmuri, zuri, tairi (Afghanistan)";"narodnaja gruppa / gruppa narodov";"294636";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"persy v Afganistane";"religion (Islam)";"295075";"1967_4";"Groups in Iran";NA;"Factual Statement by Author";NA;"difference"
"persy v Afganistane";"identity / self-description / samonazvanie / samosoznanie";"295131";"1967_4";"Groups in Iran";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"Northern Afghanistan";"use of specific tools or methods";"295523";"1971_1";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Northern Afghanistan";"zemledelie / sel'skoe khosjajstvo / agriculture";"295523";"1971_1";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Hindukush";"use of specific tools or methods";"295523";"1971_1";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Hindukush";"zemledelie / sel'skoe khosjajstvo / agriculture";"295523";"1971_1";"Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"use of specific tools or methods";"295523";"1971_1";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"zemledelie / sel'skoe khosjajstvo / agriculture";"295523";"1971_1";"Locations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"khazara (Afghanistan)";"narodnaja gruppa / gruppa narodov";"296238";"1967_4";"Groups in Afghanistan";"past: pre-Russian Empire / pre-Russian colonialism";NA;NA;"difference"
"uzbeki (Afghanistan)";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"300212";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"gornye oblasti / rajony Uzbekistana";"housing / architecture / zhilisshe";"300758";"1983_6";"Uzbekistan / Uzbekskaja SSR";NA;"Factual Statement by Author";NA;"proximity / similarity"
"Uzboj / Uzbay";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"300951";"1954_3";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Zaunguzkie Kara-kumy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"300951";"1954_3";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazara (Afghanistan)";"""racial type"" / rasovyj tip / rasa";"301934";"1967_4";"Groups in Afghanistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"Surkhandar'inskaja oblast'";"housing / architecture / zhilisshe";"303377";"1983_6";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";NA;"proximity / similarity"
"sarmaty";"death / funerals / pogrebal'nye obychai i obrjady";"304664";"1964_3";"Groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"proximity / similarity"
"drevnee evropeoidnoe naselenie";"""racial type"" / rasovyj tip / rasa";"304774";"1973_2";"Historical groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"russkij narod / Russians";"clothing";"305646";"1973_5";"Groups";NA;NA;NA;"influence"
"tatary";"clothing";"305646";"1973_5";"Groups";NA;NA;NA;"influence"
"keshemskie beludzhi (Afghanistan)";"physical features (hair, skin, eye color, blood type)";"307008";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"bragui (Afghanistan)";"physical features (hair, skin, eye color, blood type)";"307008";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"pushtuny (Afghanistan)";"physical features (hair, skin, eye color, blood type)";"307008";"1967_4";"Groups in Afghanistan";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"gender relations / polozhenie zhensshiny";"309680";"1989_5";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"generational social structure";"309680";"1989_5";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"Samarkand";"clothing";"309940";"1973_5";"Uzbekistan / Uzbekskaja SSR";NA;"Factual Statement by Author";NA;"influence"
"uzbeki Fergany / Uzbeks of Ferghana";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"313054";"1987_1";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"uzbekskoe naselenie Fergany (Ferghana, Tajikistan)";"language / spoken (incl. dialects)";"313457";"1987_1";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbekskoe naselenie Fergany (Ferghana, Tajikistan)";"food / cooking / pissha";"313457";"1987_1";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbekskoe naselenie Fergany (Ferghana, Tajikistan)";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"313457";"1987_1";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbekskoe naselenie Fergany (Ferghana, Tajikistan)";"etnicheskie priznaki / ethnic or anthropological features";"313457";"1987_1";"uzbeki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbekskoe naselenie Fergany (Ferghana, Tajikistan)";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"313739";"1987_1";"uzbeki";"past: early Soviet";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"uzbeki";"verovanija / mify / beliefs / myths";"313964";"1975_5";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"religion (Islam)";"313964";"1975_5";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"verovanija / mify / beliefs / myths";"313964";"1975_5";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"religion (Islam)";"313964";"1975_5";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"chechency / Chechens";"verovanija / mify / beliefs / myths";"313964";"1975_5";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"chechency / Chechens";"religion (Islam)";"313964";"1975_5";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"ingushi";"verovanija / mify / beliefs / myths";"313964";"1975_5";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"ingushi";"religion (Islam)";"313964";"1975_5";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"korejcy Srednej Azii";"food / cooking / pissha";"31406";"1966_5";"Groups";"present";"Factual Statement by Author";"Continuity";"knowledge exchange"
"uzbeki";"food / cooking / pissha";"31406";"1966_5";"Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"knowledge exchange"
"tjurki-barlacy Surkhandar'inskoj oblasti Uzbekistana";"language / spoken (incl. dialects)";"31421";"1960_1";"tjurki";NA;NA;NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"trade / economic production";"31435";"1964-6";"Locations";"present";"Factual Statement by Author";NA;"material support"
"kazakhi";"""racial type"" / rasovyj tip / rasa";"315577";"1973_2";"Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"sarty / Sarts";"language / spoken (incl. dialects)";"325436";"1987_1";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"sredneaziatskie / bukharskie evrei";"language / spoken (incl. dialects)";"328619";"1991_5";"evrei / Jews";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"sredneaziatskie / bukharskie evrei";"language / spoken (incl. dialects)";"328619";"1991_5";"evrei / Jews";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"language / spoken (incl. dialects)";"328619";"1991_5";"Groups in Iran";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"language / spoken (incl. dialects)";"328619";"1991_5";"Groups in Iran";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"proximity / similarity"
"tjurkojazychnye narody";"verovanija / mify / beliefs / myths";"328742";"1975_5";"tjurki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"verovanija / mify / beliefs / myths";"328742";"1975_5";"Groups in Iran";"past";"Factual Statement by Author";NA;"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"perezhitki / survivals";"330042";"1973_3";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"perezhitki / survivals";"330042";"1973_3";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"agrarnye kul'ty / agrarian cults";"330042";"1973_3";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"agrarnye kul'ty / agrarian cults";"330042";"1973_3";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledelie / sel'skoe khosjajstvo / agriculture";"330042";"1973_3";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledelie / sel'skoe khosjajstvo / agriculture";"330042";"1973_3";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"etnokul'turnoe razvitie / ethnocultural development";"330042";"1973_3";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"etnokul'turnoe razvitie / ethnocultural development";"330042";"1973_3";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"perezhitki / survivals";"330042";"1973_3";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"perezhitki / survivals";"330042";"1973_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"agrarnye kul'ty / agrarian cults";"330042";"1973_3";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"agrarnye kul'ty / agrarian cults";"330042";"1973_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"zemledelie / sel'skoe khosjajstvo / agriculture";"330042";"1973_3";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"zemledelie / sel'skoe khosjajstvo / agriculture";"330042";"1973_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"etnokul'turnoe razvitie / ethnocultural development";"330042";"1973_3";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"zemledel'cheskie narody Prigindukush'ja";"etnokul'turnoe razvitie / ethnocultural development";"330042";"1973_3";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"sredneaziatskie / bukharskie evrei";"language / terminology";"331790";"1991_5";"evrei / Jews";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"verovanija / mify / beliefs / myths";"332253";"1975_5";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"osedlye narody Srednej Azii";"perezhitki / survivals";"332817";"1973_5";"narody Srednej Azii";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"osedlye narody Srednej Azii";"perezhitki / survivals";"332817";"1973_5";"narody Srednej Azii";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"osedlye narody Srednej Azii";"religion / spirituality (pre-Muslim)";"332817";"1973_5";"narody Srednej Azii";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"osedlye narody Srednej Azii";"religion / spirituality (pre-Muslim)";"332817";"1973_5";"narody Srednej Azii";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"osedlye narody Srednej Azii";"folklore (incl. pesni / poslovica / pogovorki)";"332817";"1973_5";"narody Srednej Azii";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"osedlye narody Srednej Azii";"folklore (incl. pesni / poslovica / pogovorki)";"332817";"1973_5";"narody Srednej Azii";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"perezhitki / survivals";"332817";"1973_5";"Historical groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"perezhitki / survivals";"332817";"1973_5";"Historical groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"religion / spirituality (pre-Muslim)";"332817";"1973_5";"Historical groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"religion / spirituality (pre-Muslim)";"332817";"1973_5";"Historical groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"folklore (incl. pesni / poslovica / pogovorki)";"332817";"1973_5";"Historical groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"folklore (incl. pesni / poslovica / pogovorki)";"332817";"1973_5";"Historical groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"proximity / similarity"
"uzbeki Khorezma";"verovanija / mify / beliefs / myths";"339999";"1980_2";"uzbeki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"glukhie rajony Kirgizii";"family structure / semejnye otnoshenija";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"glukhie rajony Kirgizii";"gender relations / polozhenie zhensshiny";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karshinskaja step'";"family structure / semejnye otnoshenija";"342618";"1967_5";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karshinskaja step'";"gender relations / polozhenie zhensshiny";"342618";"1967_5";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Khorezmskij oazis";"family structure / semejnye otnoshenija";"342618";"1967_5";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Khorezmskij oazis";"gender relations / polozhenie zhensshiny";"342618";"1967_5";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"use of specific tools or methods";"344416";"1975_6";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
