"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"Leninabadskij rajon / oblast' / kraj";"egalitarian / liberated";"236847";"1955_4";"Northern Tajikistan";"past: early Soviet";NA;NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"modern / sovremennyj";"238816";"1989_4";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"democratic";"238816";"1989_4";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"traditional / narodnyj / nacional'nyj";"238816";"1989_4";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"mixed / coexisting";"238816";"1989_4";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"uzbeki";"modern / sovremennyj";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"uzbeki";"democratic";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"uzbeki";"traditional / narodnyj / nacional'nyj";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"uzbeki";"mixed / coexisting";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"russkij narod / Russians";"mixed / coexisting";"2392";"1964-6";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"modern / sovremennyj";"2392";"1964-6";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"srednee i nizhnee techenie r. Khingou";"Muslim";"239503";"1957_2";"Southern Tajikistan";NA;"Factual Statement by Author";NA
"tadzhiki";"avtokhtonno / autochthonous";"246879";"1981_6";"Groups";NA;NA;NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"Muslim";"246909";"1989_4";"Tajiks outside the Tajik SSR";NA;NA;NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"religious";"246909";"1989_4";"Tajiks outside the Tajik SSR";NA;NA;NA
"uzbeki";"Muslim";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA
"uzbeki";"religious";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA
"musul'manskie narody Kavkaza";"superstitious";"248827";"1980_6";"narody Kavkaza";"past";"Factual Statement by Author";NA
"musul'manskie narody Kavkaza";"Muslim";"248827";"1980_6";"narody Kavkaza";"past";"Factual Statement by Author";NA
"musul'manskie narody Srednej Azii";"superstitious";"248827";"1980_6";"narody Srednej Azii";"past";"Factual Statement by Author";NA
"musul'manskie narody Srednej Azii";"Muslim";"248827";"1980_6";"narody Srednej Azii";"past";"Factual Statement by Author";NA
"kazakhi";"superstitious";"248827";"1980_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"kazakhi";"Muslim";"248827";"1980_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA
"tadzhiki";"superstitious";"248827";"1980_6";"Groups";"past";"Factual Statement by Author";NA
"tadzhiki";"Muslim";"248827";"1980_6";"Groups";"past";"Factual Statement by Author";NA
"Ferghana / Ferganskaja dolina";"archaic / arkhaichno";"251988";"1963_6";"Northern Tajikistan";"present";"Factual Statement by Author";NA
"Zeravshanskaja dolina";"archaic / arkhaichno";"251988";"1963_6";"Zeravshan";"present";"Factual Statement by Author";NA
"r. Pjandzh i pritoki";"archaic / arkhaichno";"251988";"1963_6";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"tadzhiki";"progressive / progressivnyj";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA
"tadzhiki";"democratic";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA
"russkij narod / Russians";"progressive / progressivnyj";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA
"russkij narod / Russians";"democratic";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA
"gornye tadzhiki";"Muslim";"257552";"1957_2";"groups in mountainous regions";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"narody Srednej Azii";"Muslim";"257552";"1957_2";"narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"narody Sibiri";"Muslim";"262394";"1990_4";"Groups";NA;NA;NA
"tadzhiki";"Muslim";"262394";"1990_4";"Groups";NA;NA;NA
"Central Asia / Srednjaja Azija";"Muslim";"262394";"1990_4";"Locations";NA;NA;NA
"narody Srednej Azii i Kazakhstana";"Muslim";"262394";"1990_4";"Groups";NA;NA;NA
"tjurki";"Muslim";"262394";"1990_4";"Groups";NA;NA;NA
"sarykol'cy";"isolated / otdalennyj / trudnodostupnyj";"263590";"1956_2";"Pamiri groups";"present";"Factual Statement by Author";NA
"vakhancy";"isolated / otdalennyj / trudnodostupnyj";"263590";"1956_2";"Pamiri groups";"present";"Factual Statement by Author";NA
"pamircy (Afghanistan)";"isolated / otdalennyj / trudnodostupnyj";"263590";"1956_2";"Groups in Afghanistan";"present";"Factual Statement by Author";NA
"shugnancy";"isolated / otdalennyj / trudnodostupnyj";"263590";"1956_2";"Pamiri groups";"present";"Factual Statement by Author";NA
"Sin'czjanskie tadzhiki / tadzhiki v Kitae";"isolated / otdalennyj / trudnodostupnyj";"263590";"1956_2";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"roshancy";"isolated / otdalennyj / trudnodostupnyj";"263590";"1956_2";"Pamiri groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"innovative";"268179";"1975_4";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"developed / razvito";"268179";"1975_4";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"khorosho prisposobleno / well adapted";"268179";"1975_4";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"traditional / narodnyj / nacional'nyj";"273648";"1963_6";"Groups";NA;"Factual Statement by Author";NA
"uzbeki";"traditional / narodnyj / nacional'nyj";"273648";"1963_6";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"traditional / narodnyj / nacional'nyj";"274751";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"Shugnan";"traditional / narodnyj / nacional'nyj";"274751";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"Goron";"traditional / narodnyj / nacional'nyj";"274751";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"Rushan / Rushon";"traditional / narodnyj / nacional'nyj";"274751";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"Shugnan";"traditional / narodnyj / nacional'nyj";"274911";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"Vakhan";"traditional / narodnyj / nacional'nyj";"274911";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"Rushan / Rushon";"traditional / narodnyj / nacional'nyj";"274911";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"uzbeki";"traditional / narodnyj / nacional'nyj";"276868";"1963_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"tadzhiki";"traditional / narodnyj / nacional'nyj";"276868";"1963_6";"Groups";"present";"Factual Statement by Author";NA
"Karakalpakija";"changing / in a process of change";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA
"Tajikistan / TadzhSSR";"changing / in a process of change";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA
"Uzbekistan / Uzbekskaja SSR";"changing / in a process of change";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA
"Ishkashim / Ishkashimskij rajon";"archaic / arkhaichno";"282066";"1971_1";"Pamir";"present";"Factual Statement by Author";NA
"Pamir";"archaic / arkhaichno";"282066";"1971_1";"Locations";"present";"Factual Statement by Author";NA
"Vakhan";"flawed / in need of improvement";"283224";"1971_1";"Pamir";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Vakhan";"zastojnyj / non-innovative";"283224";"1971_1";"Pamir";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"flawed / in need of improvement";"283224";"1971_1";"Pamir";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"zastojnyj / non-innovative";"283224";"1971_1";"Pamir";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Afganskij Badakhshan";"flawed / in need of improvement";"283224";"1971_1";"Afghanistan";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Afganskij Badakhshan";"zastojnyj / non-innovative";"283224";"1971_1";"Afghanistan";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Goron";"flawed / in need of improvement";"283224";"1971_1";"Pamir";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Goron";"zastojnyj / non-innovative";"283224";"1971_1";"Pamir";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Goron";"innovative";"284450";"1971_1";"Pamir";"past: pre-Soviet";NA;"Continuity"
"Vakhan";"innovative";"284450";"1971_1";"Pamir";"past: pre-Soviet";NA;"Continuity"
"Ishkashim / Ishkashimskij rajon";"innovative";"284450";"1971_1";"Pamir";"past: pre-Soviet";NA;"Continuity"
"Ishkashim / Ishkashimskij rajon";"primitive / primitivno";"285846";"1971_1";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"flawed / in need of improvement";"285846";"1971_1";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"otstalyj / backward";"285846";"1971_1";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"changing / in a process of change";"286246";"1971_1";"Pamir";"present";"Factual Statement by Author";"Rupture"
"tadzhiki Nuratinskogo khrebta";"resistent / resisting";"29295";"1964_1";"groups in mountainous regions";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"kazakhi";"unique / locally specific / svoeobraznyj / samobytnyj";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"kazakhi";"traditional / narodnyj / nacional'nyj";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"kazakhi";"changing / in a process of change";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"kazakhi";"mixed / coexisting";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"kirgizy";"unique / locally specific / svoeobraznyj / samobytnyj";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"kirgizy";"traditional / narodnyj / nacional'nyj";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"kirgizy";"changing / in a process of change";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"kirgizy";"mixed / coexisting";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"turkmeny";"unique / locally specific / svoeobraznyj / samobytnyj";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"turkmeny";"traditional / narodnyj / nacional'nyj";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"turkmeny";"changing / in a process of change";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"turkmeny";"mixed / coexisting";"29354";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"tadzhiki";"unique / locally specific / svoeobraznyj / samobytnyj";"29354";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"traditional / narodnyj / nacional'nyj";"29354";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"changing / in a process of change";"29354";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"mixed / coexisting";"29354";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"rushancy";"traditional / narodnyj / nacional'nyj";"293551";"1975_4";"Pamiri groups";"past: pre-Soviet";NA;NA
"jazgulemcy";"traditional / narodnyj / nacional'nyj";"293551";"1975_4";"Pamiri groups";"past: pre-Soviet";NA;NA
"bartangcy";"traditional / narodnyj / nacional'nyj";"293551";"1975_4";"Pamiri groups";"past: pre-Soviet";NA;NA
"goroncy / gorancy";"traditional / narodnyj / nacional'nyj";"293551";"1975_4";"Pamiri groups";"past: pre-Soviet";NA;NA
"gornaja chast' Gissary / mountainous regions of Gissar";"belligerent";"296205";"1987_1";"Gissar";"past: pre-Soviet";"Factual Statement by Author";NA
"verkhovya Matchi";"belligerent";"296205";"1987_1";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye rajony Kuljabskoj oblasti / mountainous regions Kuljab";"belligerent";"296205";"1987_1";"Kuljabskaja oblast' / Kuljab";"past: pre-Soviet";"Factual Statement by Author";NA
"Karategin";"belligerent";"296205";"1987_1";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"Darvaz";"belligerent";"296205";"1987_1";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"otstalyj / backward";"297988";"1987_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"underdeveloped (economy)";"297988";"1987_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"inhospitable / adverse conditions";"297988";"1987_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"isolated / otdalennyj / trudnodostupnyj";"297988";"1987_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Vancha";"unique / locally specific / svoeobraznyj / samobytnyj";"298094";"1975_4";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"narodnosti Zapadnogo Pamira";"unique / locally specific / svoeobraznyj / samobytnyj";"298565";"1975_4";"Pamiri groups";NA;"Factual Statement by Author";NA
"narodnosti Zapadnogo Pamira";"developed / razvito";"298565";"1975_4";"Pamiri groups";NA;"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"loyal / trustworthy";"301592";"1987_1";"population of Ferghana";"past: pre-Soviet";"Factual Statement by Author";NA
"gorcy Tadzhikistana / mountaineers of Tajikistan";"loyal / trustworthy";"301592";"1987_1";"gornye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye tadzhiki";"popular / valued by others";"302344";"1987_1";"groups in mountainous regions";"past: pre-Soviet";"Citation informant, local population, interviewee";NA
"gornye tadzhiki";"popular / valued by others";"302344";"1987_1";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye tadzhiki";"physically strong";"302344";"1987_1";"groups in mountainous regions";"past: pre-Soviet";"Citation informant, local population, interviewee";NA
"gornye tadzhiki";"physically strong";"302344";"1987_1";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye tadzhiki";"hard-working";"302344";"1987_1";"groups in mountainous regions";"past: pre-Soviet";"Citation informant, local population, interviewee";NA
"gornye tadzhiki";"hard-working";"302344";"1987_1";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"popular / valued by others";"302344";"1987_1";"population of Ferghana";"past: pre-Soviet";"Citation informant, local population, interviewee";NA
"karategini Fergany / karategincy Fergany";"popular / valued by others";"302344";"1987_1";"population of Ferghana";"past: pre-Soviet";"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"physically strong";"302344";"1987_1";"population of Ferghana";"past: pre-Soviet";"Citation informant, local population, interviewee";NA
"karategini Fergany / karategincy Fergany";"physically strong";"302344";"1987_1";"population of Ferghana";"past: pre-Soviet";"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"hard-working";"302344";"1987_1";"population of Ferghana";"past: pre-Soviet";"Citation informant, local population, interviewee";NA
"karategini Fergany / karategincy Fergany";"hard-working";"302344";"1987_1";"population of Ferghana";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"changing / in a process of change";"305985";"1975_4";"Groups";"present";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"modern / sovremennyj";"306215";"1969_6";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";NA;NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"traditional / narodnyj / nacional'nyj";"306215";"1969_6";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";NA;NA
"Western Zeravshan";"traditional / narodnyj / nacional'nyj";"310436";"1969_6";"Zeravshan";NA;"Factual Statement by Author";NA
"Eastern Zeravshan";"traditional / narodnyj / nacional'nyj";"310436";"1969_6";"Zeravshan";NA;"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"312585";"1987_1";"population of Ferghana";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"isolated / otdalennyj / trudnodostupnyj";"312585";"1987_1";"population of Ferghana";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"unequal";"313068";"1975_4";"Historical locations";"past: pre-Soviet";"Factual Statement by Author";NA
"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"underdeveloped (economy)";"313068";"1975_4";"Historical locations";"past: pre-Soviet";"Factual Statement by Author";NA
"Dushanbe";"developed / razvito";"313365";"1975_4";"Southern Tajikistan";"present";"Factual Statement by Author";NA
"verkhovja Jagnoba / Yaghnob";"traditional / narodnyj / nacional'nyj";"327300";"1969_6";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;NA;NA
"verkhovja Jagnoba / Yaghnob";"unique / locally specific / svoeobraznyj / samobytnyj";"327300";"1969_6";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;NA;NA
"verkhovja Jagnoba / Yaghnob";"otstalyj / backward";"327300";"1969_6";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;NA;NA
"verkhovja Jagnoba / Yaghnob";"isolated / otdalennyj / trudnodostupnyj";"327300";"1969_6";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;NA;NA
"Southern Tajikistan";"changing / in a process of change";"331750";"1969_6";"Tajikistan / TadzhSSR";"present";NA;NA
"ravniny severnogo Tadzhikistana/ Northern Tajikistan plainlands";"changing / in a process of change";"331750";"1969_6";"plainland regions Northern Tajikistan";"present";NA;NA
"Estonia";"growing (population: mnogodetnost')";"33331";"1989_2";"Locations";"present";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"growing (population: mnogodetnost')";"33331";"1989_2";"Locations";"present";"Factual Statement by Author";NA
"Uzbekistan / Uzbekskaja SSR";"growing (population: mnogodetnost')";"33331";"1989_2";"Locations";"present";"Factual Statement by Author";NA
"tadzhiki";"traditional / narodnyj / nacional'nyj";"337282";"1975_5";"Groups";NA;"Factual Statement by Author";NA
"tadzhiki";"unique / locally specific / svoeobraznyj / samobytnyj";"337282";"1975_5";"Groups";NA;"Factual Statement by Author";NA
"tadzhiki";"changing / in a process of change";"341143";"1975_5";"Groups";"future";"Factual Statement by Author";"Rupture"
"tadzhiki";"changing / in a process of change";"341143";"1975_5";"Groups";"present";"Factual Statement by Author";"Rupture"
"glukhie rajony Kirgizii";"patriarchal";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"glukhie rajony Kirgizii";"isolated / otdalennyj / trudnodostupnyj";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"glukhie rajony Kirgizii";"undemocratic / hierarchical / despotic";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"glukhie rajony Tadzhikistana";"patriarchal";"342618";"1967_5";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"glukhie rajony Tadzhikistana";"isolated / otdalennyj / trudnodostupnyj";"342618";"1967_5";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"glukhie rajony Tadzhikistana";"undemocratic / hierarchical / despotic";"342618";"1967_5";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Karshinskaja step'";"patriarchal";"342618";"1967_5";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Karshinskaja step'";"isolated / otdalennyj / trudnodostupnyj";"342618";"1967_5";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Karshinskaja step'";"undemocratic / hierarchical / despotic";"342618";"1967_5";"Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Khorezmskij oazis";"patriarchal";"342618";"1967_5";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Khorezmskij oazis";"isolated / otdalennyj / trudnodostupnyj";"342618";"1967_5";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Khorezmskij oazis";"undemocratic / hierarchical / despotic";"342618";"1967_5";"Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"""chisto"" / pure / clean";"342854";"1975_1";"groups in mountainous regions";"present";NA;NA
"gornye tadzhiki";"evropeoidno / Caucasian / Europoid (racial classification)";"342854";"1975_1";"groups in mountainous regions";"present";NA;NA
"gornaja chast' Bukharskogo khanstva";"primitive / primitivno";"346746";"1971_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornaja chast' Bukharskogo khanstva";"primitive / primitivno";"346746";"1971_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornaja chast' Bukharskogo khanstva";"malodokhodno / inefficient / un-economical";"346746";"1971_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornaja chast' Bukharskogo khanstva";"malodokhodno / inefficient / un-economical";"346746";"1971_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornaja chast' Bukharskogo khanstva";"poor / impoverished";"346746";"1971_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornaja chast' Bukharskogo khanstva";"poor / impoverished";"346746";"1971_2";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Shugnan";"kul'turno / cultured";"346898";"1963_1";"Pamir";NA;"Factual Statement by Author";NA
"pamircy";"educated";"348320";"1963_1";"Pamiri groups";NA;"Factual Statement by Author";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"isolated / otdalennyj / trudnodostupnyj";"350333";"1971_2";"Historical groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"suppressed / ugnetennyj / exploited / exploitative";"350333";"1971_2";"Historical groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"undemocratic / hierarchical / despotic";"350333";"1971_2";"Historical groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"inhospitable / adverse conditions";"350333";"1971_2";"Historical groups";"past: pre-Soviet";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"isolated / otdalennyj / trudnodostupnyj";"350511";"1979_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;NA;NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"inhospitable / adverse conditions";"350511";"1979_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;NA;NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"unique / locally specific / svoeobraznyj / samobytnyj";"350511";"1979_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";NA;NA;NA
"tadzhiki";"zazhitochno / wealthy / prosperous";"350670";"1956_2";"Groups";"present";"Factual Statement by Author";NA
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"zazhitochno / wealthy / prosperous";"350670";"1956_2";"Groups";"present";"Factual Statement by Author";NA
"Vakhio-Bolo";"polozhitel'no / positive";"350758";"1971_2";"Southern Tajikistan";"past: early Soviet";NA;"Rupture"
"Vakhio-Bolo";"obespechenno (material'noe blagosostojanie) / well off";"350758";"1971_2";"Southern Tajikistan";"past: early Soviet";NA;"Rupture"
"ravninnye tadzhiki";"traditional / narodnyj / nacional'nyj";"353872";"1979_3";"groups in plainland regions";"present";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"traditional / narodnyj / nacional'nyj";"353872";"1979_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki Sokha";"traditional / narodnyj / nacional'nyj";"355258";"1975_6";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Sokha";"khorosho prisposobleno / well adapted";"355258";"1975_6";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Sokha";"primitive / primitivno";"355258";"1975_6";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"unique / locally specific / svoeobraznyj / samobytnyj";"355682";"1979_3";"Tajikistan / TadzhSSR";"present";NA;NA
"Darvaz";"atheist / non-spiritual / materialist";"356137";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"matriarchal";"357259";"1967_5";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"archaic / arkhaichno";"357259";"1967_5";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"uzbeki";"matriarchal";"357259";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
