"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"ravninnye tadzhiki Fergany / plainlands Tajiks of Ferghana";"pre-Soviet sblizhenie during Russian colonial rule";"312696";"1987_1";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"pre-Soviet sblizhenie during Russian colonial rule";"313054";"1987_1";"population of Ferghana";"past: pre-Soviet";"Factual Statement by Author";NA
"Dushanbe";"modernization / socialist progress";"313365";"1975_4";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"slijanie / sblizhenie / fusion / convergence";"313739";"1987_1";"population of Ferghana";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"31421";"1960_1";"Groups";NA;NA;NA
"tadzhiki";"pre-Soviet sblizhenie during Russian colonial rule";"325436";"1987_1";"Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"ravninnye tadzhiki";"socialist internationalism / druzhba narodov";"327164";"1987_1";"groups in plainland regions";"past: early Soviet";"Factual Statement by Author";NA
"ravninnye tadzhiki";"modernization / socialist progress";"327164";"1987_1";"groups in plainland regions";"past: early Soviet";"Factual Statement by Author";NA
"ravninnye tadzhiki";"slijanie / sblizhenie / fusion / convergence";"327164";"1987_1";"groups in plainland regions";"past: early Soviet";"Factual Statement by Author";NA
"gornye tadzhiki";"socialist internationalism / druzhba narodov";"327164";"1987_1";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"gornye tadzhiki";"modernization / socialist progress";"327164";"1987_1";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"gornye tadzhiki";"slijanie / sblizhenie / fusion / convergence";"327164";"1987_1";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"gorcy Tadzhikistana / mountaineers of Tajikistan";"modernization / socialist progress";"327603";"1987_1";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"gorcy Tadzhikistana / mountaineers of Tajikistan";"slijanie / sblizhenie / fusion / convergence";"327603";"1987_1";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"ravniny severnogo Tadzhikistana/ Northern Tajikistan plainlands";"modernization / socialist progress";"331750";"1969_6";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"present";NA;NA
"Southern Tajikistan";"modernization / socialist progress";"331750";"1969_6";"Tajikistan / TadzhSSR";"present";NA;NA
"tadzhiki";"battle against religion";"341143";"1975_5";"Groups";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"battle against religion";"341143";"1975_5";"Groups";"future";"Factual Statement by Author";"Rupture"
"tadzhiki";"battle against perezhitki / survivals";"341143";"1975_5";"Groups";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"battle against perezhitki / survivals";"341143";"1975_5";"Groups";"future";"Factual Statement by Author";"Rupture"
"pravyj bereg r. Pjandzh (GBAO)";"modernization / socialist progress";"342110";"1964_2";"pripamirskie rajony / Pripamir'";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"pravyj bereg r. Pjandzh (GBAO)";"modernization / socialist progress";"342110";"1964_2";"pripamirskie rajony / Pripamir'";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"345078";"1963_1";"Groups";"present";"Factual Statement by Author";NA
"naselenie / zhiteli Sovetskogo Badakhshana";"slijanie / sblizhenie / fusion / convergence";"345078";"1963_1";"Pamir groups";"present";"Factual Statement by Author";NA
"Vakhio-Bolo";"modernization / socialist progress";"347057";"1971_2";"pritoki r. Vakhsh";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Vakhio-Bolo";"modernization / socialist progress";"348724";"1971_2";"pritoki r. Vakhsh";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Vakhio-Bolo";"modernization / socialist progress";"350758";"1971_2";"pritoki r. Vakhsh";"past: early Soviet";NA;"Rupture"
"Vakhio-Bolo";"Sovietization";"350758";"1971_2";"pritoki r. Vakhsh";"past: early Soviet";NA;"Rupture"
"Vakhio-Bolo";"control over nature / making land arable / osvoenie zemel'";"351291";"1971_2";"pritoki r. Vakhsh";"past: Stalinist era / 1930s-40s";NA;"Rupture"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"control over nature / making land arable / osvoenie zemel'";"351291";"1971_2";"Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture"
"gorcy Tadzhikistana / mountaineers of Tajikistan";"control over nature / making land arable / osvoenie zemel'";"351291";"1971_2";"gornye tadzhiki";"past: Stalinist era / 1930s-40s";NA;"Rupture"
"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"control over nature / making land arable / osvoenie zemel'";"351291";"1971_2";"Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"failed modernization";"353238";"1986_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"vyravnivanie korenykh nacional'nostej sojuznykh respublik";"353238";"1986_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"pravyj bereg r. Pjandzh (GBAO)";"battle against religion";"356137";"1964_2";"pripamirskie rajony / Pripamir'";"present";"Factual Statement by Author";"Rupture"
"pravyj bereg r. Pjandzh (GBAO)";"battle against perezhitki / survivals";"356137";"1964_2";"pripamirskie rajony / Pripamir'";"present";"Factual Statement by Author";"Rupture"
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"slijanie / sblizhenie / fusion / convergence";"356605";"1962_2";"Tajiks outside Tajikistan";"future";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"battle against perezhitki / survivals";"357259";"1967_5";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"ravninnye tadzhiki Fergany / plainlands Tajiks of Ferghana";"battle against perezhitki / survivals";"357722";"1963_5";"ravninnye tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Historical Northern Tajikistan (Sogd + Ferghana)";"battle against perezhitki / survivals";"357722";"1963_5";"Historical locations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Sogd";"battle against perezhitki / survivals";"357722";"1963_5";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"tadzhiki";"battle against perezhitki / survivals";"358678";"1967_5";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"slijanie / sblizhenie / fusion / convergence";"358956";"1962_2";"Tajiks outside Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"battle against perezhitki / survivals";"359803";"1967_5";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"pravyj bereg r. Pjandzh (GBAO)";"battle against perezhitki / survivals";"360108";"1964_2";"pripamirskie rajony / Pripamir'";"present";NA;"Rupture"
"Darvaz";"socialist internationalism / druzhba narodov";"361389";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;NA
"Darvaz";"socialist internationalism / druzhba narodov";"361389";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past";NA;NA
"Darvaz";"battle against perezhitki / survivals";"361389";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;NA
"Darvaz";"battle against perezhitki / survivals";"361389";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past";NA;NA
"pravyj bereg r. Pjandzh (GBAO)";"battle against perezhitki / survivals";"363895";"1964_2";"pripamirskie rajony / Pripamir'";"present";"Factual Statement by Author";NA
"pravyj bereg r. Pjandzh (GBAO)";"Sovietization";"363895";"1964_2";"pripamirskie rajony / Pripamir'";"present";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"failed modernization";"364182";"1984_3";"Locations";"present";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"36743";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"slijanie / sblizhenie / fusion / convergence";"36743";"1961_4";"Pamir groups";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"slijanie / sblizhenie / fusion / convergence";"37108";"1961_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"37108";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"modernization / socialist progress";"37827";"1977_6";"Groups";"present";NA;NA
"tadzhiki";"socialist internationalism / druzhba narodov";"37827";"1977_6";"Groups";"present";NA;NA
"Tajikistan / TadzhSSR";"socialist internationalism / druzhba narodov";"38577";"1972_4";"Locations";"present";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"modernization / socialist progress";"38577";"1972_4";"Locations";"present";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"392426";"1984_4";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"slijanie / sblizhenie / fusion / convergence";"39263";"1961_4";"Pamir groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"modernization / socialist progress";"39263";"1961_4";"Pamir groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"development of national in form, socialist in content culture";"39263";"1961_4";"Pamir groups";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"slijanie / sblizhenie / fusion / convergence";"39263";"1961_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"modernization / socialist progress";"39263";"1961_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"development of national in form, socialist in content culture";"39263";"1961_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"39263";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"modernization / socialist progress";"39263";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"development of national in form, socialist in content culture";"39263";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"Historical Southern Tajikistan (Baktria / Tokharistan)";"slijanie / sblizhenie / fusion / convergence";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Historical Northern Tajikistan (Sogd + Ferghana)";"slijanie / sblizhenie / fusion / convergence";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"tadzhiki";"Sovietization";"408022";"1964-6";"Groups";"present";NA;NA
"Ferghana / Ferganskaja dolina";"modernization / socialist progress";"417695";"1954_3";"Northern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Karategin";"modernization / socialist progress";"417695";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"modernization / socialist progress";"419541";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"Sovietization";"419541";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Karategin";"Sovietization";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Karategin";"modernization / socialist progress";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"Sovietization";"419734";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"modernization / socialist progress";"419734";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"control over nature / making land arable / osvoenie zemel'";"419785";"1954_3";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"present";"Factual Statement by Author";"Rupture"
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"modernization / socialist progress";"419785";"1954_3";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"present";"Factual Statement by Author";"Rupture"
"gornye tadzhiki";"control over nature / making land arable / osvoenie zemel'";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture"
"gornye tadzhiki";"modernization / socialist progress";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture"
"tadzhiki verkhov'ev Zeravshana";"battle against perezhitki / survivals";"422071";"1984_3";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"battle against perezhitki / survivals";"422071";"1984_3";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"rabochie-tadzhiki Leninabadskogo shelkovogo kombinata";"closing gap between city and countryside / village";"426077";"1954_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"pre-Soviet modernization during Russian colonial rule";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"pre-Soviet modernization during Russian colonial rule";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"pre-Soviet modernization during Russian colonial rule";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"pre-Soviet modernization during Russian colonial rule";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Literature Review";NA
"tadzhiki-matchincy v Dal'verzinskoj stepi";"raskreposshenie zhensshin / liberation of women";"43187";"1962_6";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"tadzhiki-matchincy v Dal'verzinskoj stepi";"battle against perezhitki / survivals";"43187";"1962_6";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"raskreposshenie zhensshin / liberation of women";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"raskreposshenie zhensshin / liberation of women";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA
"tadzhiki";"change in pre-socialist socio-economic formations";"43355";"1982_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"prisyrdar'inskij rajon";"closing gap between city and countryside / village";"43508";"1964_1";"Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"prisyrdar'inskij rajon";"closing gap between city and countryside / village";"43508";"1964_1";"Northern Tajikistan";"present";"Factual Statement by Author";NA
"prisyrdar'inskij rajon";"control over nature / making land arable / osvoenie zemel'";"43508";"1964_1";"Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"prisyrdar'inskij rajon";"control over nature / making land arable / osvoenie zemel'";"43508";"1964_1";"Northern Tajikistan";"present";"Factual Statement by Author";NA
"prisyrdar'inskij rajon";"modernization / socialist progress";"43508";"1964_1";"Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"prisyrdar'inskij rajon";"modernization / socialist progress";"43508";"1964_1";"Northern Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"closing gap between city and countryside / village";"43508";"1964_1";"gornye tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"closing gap between city and countryside / village";"43508";"1964_1";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"control over nature / making land arable / osvoenie zemel'";"43508";"1964_1";"gornye tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"control over nature / making land arable / osvoenie zemel'";"43508";"1964_1";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"modernization / socialist progress";"43508";"1964_1";"gornye tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"modernization / socialist progress";"43508";"1964_1";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"battle against religion";"436833";"1984_3";"Zeravshan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";"Rupture"
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"Sovietization";"436833";"1984_3";"Zeravshan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";"Rupture"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"pre-Soviet modernization during Russian colonial rule";"437353";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"change in pre-socialist socio-economic formations";"437353";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Zeravshanskoj doliny";"pre-Soviet modernization during Russian colonial rule";"437353";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Zeravshanskoj doliny";"change in pre-socialist socio-economic formations";"437353";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"naselenie / zhiteli Sapadnogo Pamira";"slijanie / sblizhenie / fusion / convergence";"438780";"1969_5";"Pamir groups";NA;"Literature Review";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"438780";"1969_5";"Groups";NA;"Literature Review";NA
"pripamirskie narodnosti / narody / pripamircy";"slijanie / sblizhenie / fusion / convergence";"438780";"1969_5";"Pamir groups";NA;"Literature Review";NA
"Southern Tajikistan";"modernization / socialist progress";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"Southern Tajikistan";"development of national in form, socialist in content culture";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"battle against perezhitki / survivals";"444414";"1984_3";"Zeravshan";"present";"Factual Statement by Author";"Rupture"
"Tajik women / tadzhichki";"raskreposshenie zhensshin / liberation of women";"446183";"1953_2";"tadzhiki";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"pripamirskie rajony / Pripamir'";"modernization / socialist progress";"446904";"1955_4";"Locations";"present";NA;"Rupture"
"pripamirskie rajony / Pripamir'";"Sovietization";"446904";"1955_4";"Locations";"present";NA;"Rupture"
"pripamirskie rajony / Pripamir'";"control over nature / making land arable / osvoenie zemel'";"446904";"1955_4";"Locations";"present";NA;"Rupture"
"Karategin";"modernization / socialist progress";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Karategin";"Sovietization";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Karategin";"control over nature / making land arable / osvoenie zemel'";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"modernization / socialist progress";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"Sovietization";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"control over nature / making land arable / osvoenie zemel'";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"modernization / socialist progress";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"Sovietization";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"control over nature / making land arable / osvoenie zemel'";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"Sovietization";"448003";"1955_4";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"battle against perezhitki / survivals";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"battle against religion";"449109";"1984_3";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"battle against religion";"449109";"1984_3";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"battle against perezhitki / survivals";"449712";"1984_3";"gornye tadzhiki";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"battle against perezhitki / survivals";"449712";"1984_3";"gornye tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"Darvaz";"modernization / socialist progress";"453642";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"modernization / socialist progress";"460180";"1955_4";"Tajikistan / TadzhSSR";"past: early Soviet";"Factual Statement by Author";NA
"Darvaz";"modernization / socialist progress";"461888";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Factual Statement by Author";NA
"darvazcy";"raskreposshenie zhensshin / liberation of women";"462625";"1955_4";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"Northern Tajikistan";"slijanie / sblizhenie / fusion / convergence";"46310";"1962_6";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Continuity"
"darvazcy";"modernization / socialist progress";"463137";"1955_4";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"darvazcy";"battle against perezhitki / survivals";"463264";"1955_4";"tadzhiki";"present";"Factual Statement by Author";NA
"darvazcy";"battle against perezhitki / survivals";"464009";"1955_4";"tadzhiki";"present";"Factual Statement by Author";NA
"Darvaz";"Sovietization";"467426";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"battle against religion";"467426";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki Dzhirgatal'skogo rajona Tadzhikskoj SSR";"slijanie / sblizhenie / fusion / convergence";"468146";"1955_4";"tadzhiki";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"raskreposshenie zhensshin / liberation of women";"46897";"1982_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"Sovietization";"46897";"1982_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Dzhirgatal'skogo rajona Tadzhikskoj SSR";"slijanie / sblizhenie / fusion / convergence";"469590";"1955_4";"tadzhiki";NA;NA;NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"47405";"1960_2";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"criticism of the unjust treatment of national / ethnic groups";"47405";"1960_2";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"forced assimilation / uzbekizacija";"474529";"1989_1";"Tajiks outside Tajikistan";"past: Stalinist era / 1930s-40s";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Samarkanda i Bukhary (Uzbekistan)";"forced assimilation / uzbekizacija";"478446";"1989_1";"Tajiks outside Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"Sovietization";"479596";"1983_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"modernization / socialist progress";"479596";"1983_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"raskreposshenie zhensshin / liberation of women";"479596";"1983_6";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki Bukhary (Uzbekistan)";"forced assimilation / uzbekizacija";"48893";"1991_1";"Tajiks outside Tajikistan";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"forced assimilation / uzbekizacija";"49034";"1991_1";"Tajiks outside Tajikistan";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"battle against perezhitki / survivals";"492871";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"sel'skoe naselenie gornykh rajonov Tadzhikistana";"battle against perezhitki / survivals";"492871";"1957_2";"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki-matchincy";"modernization / socialist progress";"495546";"1964-6";"gornye tadzhiki";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"battle against perezhitki / survivals";"504478";"1957_2";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"forced assimilation / tjurkizacija";"505083";"1989_4";"Groups";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"failed modernization";"51063";"1983_6";"Groups";"present";NA;NA
"tadzhiki";"lost battle against perezhitki / survivals";"51063";"1983_6";"Groups";"present";NA;NA
"tadzhiki";"control over nature / making land arable / osvoenie zemel'";"51463";"1960_2";"Groups";NA;"Factual Statement by Author";NA
"Ura-Tjube";"pre-Soviet modernization during Russian colonial rule";"51688";"1982_3";"Ferghana / Ferganskaja dolina";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"forced assimilation / uzbekizacija";"52087";"1991_1";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki srednej chasti doliny Zeravshana";"battle against religion";"521776";"1973_1";"tadzhiki";"present";NA;NA
"Ferghana / Ferganskaja dolina";"modernization / socialist progress";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Ferghana / Ferganskaja dolina";"modernization / socialist progress";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
"Ferghana / Ferganskaja dolina";"control over nature / making land arable / osvoenie zemel'";"522873";"1955_3";"Northern Tajikistan";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Ferghana / Ferganskaja dolina";"control over nature / making land arable / osvoenie zemel'";"522873";"1955_3";"Northern Tajikistan";"present";"Correction of cited research or literature";"Rupture"
