"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"uzbeki";"unique / locally specific / svoeobraznyj / samobytnyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"uzbeki";"traditional / narodnyj / nacional'nyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"turkmeny";"unique / locally specific / svoeobraznyj / samobytnyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"turkmeny";"traditional / narodnyj / nacional'nyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"karakalpaki";"unique / locally specific / svoeobraznyj / samobytnyj";"64614";"1961_4";"Groups";NA;"Factual Statement by Author";NA
"karakalpaki";"traditional / narodnyj / nacional'nyj";"64614";"1961_4";"Groups";NA;"Factual Statement by Author";NA
"kirgizy";"unique / locally specific / svoeobraznyj / samobytnyj";"64892";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"uzbeki";"suppressed / ugnetennyj / exploited / exploitative";"65735";"1975_6";"Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA
"uzbeki";"zamknutyj (pro obraz zhizni)";"65735";"1975_6";"Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA
"uzbeki";"passive";"65735";"1975_6";"Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA
"uzbeki";"unequal";"65735";"1975_6";"Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA
"osedlye uzbeki";"suppressed / ugnetennyj / exploited / exploitative";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"osedlye uzbeki";"unequal";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"osedlye uzbeki";"zamknutyj (pro obraz zhizni)";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"osedlye uzbeki";"passive";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"growing (population: mnogodetnost')";"661183";"1989_1";"uzbeki";NA;"Correction of cited research or literature";NA
"Uzbek women / uzbechki";"growing (population: mnogodetnost')";"661183";"1989_1";"uzbeki";NA;"Literature Review";NA
"Uzbek women / uzbechki";"traditional / narodnyj / nacional'nyj";"661183";"1989_1";"uzbeki";NA;"Correction of cited research or literature";NA
"Uzbek women / uzbechki";"traditional / narodnyj / nacional'nyj";"661183";"1989_1";"uzbeki";NA;"Literature Review";NA
"sarty / Sarts";"suppressed / ugnetennyj / exploited / exploitative";"66738";"1975_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"sarty / Sarts";"passive";"66738";"1975_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"sarty / Sarts";"unequal";"66738";"1975_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"suppressed / ugnetennyj / exploited / exploitative";"66744";"1986_1";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"unequal";"66744";"1986_1";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"unhealthy";"66744";"1986_1";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"turkmeny";"feudal";"700589";"1954_3";"Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA
"turkmeny";"feudal";"700589";"1954_3";"Central Asian titular nations";"past";"Literature Review";NA
"osedlye narody Srednej Azii";"feudal";"700589";"1954_3";"narody Srednej Azii";"past: pre-Soviet";"Literature Review";NA
"osedlye narody Srednej Azii";"feudal";"700589";"1954_3";"narody Srednej Azii";"past";"Literature Review";NA
"uzbeki";"feudal";"700589";"1954_3";"Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA
"uzbeki";"feudal";"700589";"1954_3";"Central Asian titular nations";"past";"Literature Review";NA
"uzbeki";"unequal";"70630";"1991_1";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"atheist / non-spiritual / materialist";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Uzbek women / uzbechki";"active";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Uzbek women / uzbechki";"progressive / peredovyj / novyj / efficient";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Uzbek women / uzbechki";"modern / sovremennyj";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Uzbek women / uzbechki";"educated";"74911";"1986_1";"uzbeki";"past: early Soviet";"Factual Statement by Author";NA
"Kazakhstan / Kazakhskaja SSR";"educated";"7992";"1964-5";"Locations";"past: early Soviet";"Factual Statement by Author";"Continuity"
"Kirgizija / Kirgizskaja SSR";"educated";"7992";"1964-5";"Locations";"past: early Soviet";"Factual Statement by Author";"Continuity"
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"educated";"7992";"1964-5";"Locations";"past: early Soviet";"Factual Statement by Author";"Continuity"
"Central Asia / Srednjaja Azija";"diverse / mnogoobrazno";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Central Asia / Srednjaja Azija";"changing / in a process of change";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Central Asia / Srednjaja Azija";"healthy";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Central Asia / Srednjaja Azija";"obespechenno (material'noe blagosostojanie)";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"russkij narod / Russians";"mixed / coexisting";"81902";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"traditional / narodnyj / nacional'nyj";"81902";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"diverse / mnogoobrazno";"81902";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"mixed / coexisting";"83524";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"traditional / narodnyj / nacional'nyj";"83524";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"diverse / mnogoobrazno";"83524";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"""Rossija"" / Russian Empire";"progressive / peredovyj / novyj / efficient";"85337";"1955_3";"Historical locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"""Rossija"" / Russian Empire";"polozhitel'no";"85337";"1955_3";"Historical locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Central Asia / Srednjaja Azija";"progressive / peredovyj / novyj / efficient";"85337";"1955_3";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Central Asia / Srednjaja Azija";"polozhitel'no";"85337";"1955_3";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"narody Srednej Azii i Kazakhstana";"undemocratic / hierarchical / despotic";"85380";"1975_6";"Groups";"present";"Factual Statement by Author";NA
"Central Asia / Srednjaja Azija";"traditional / narodnyj / nacional'nyj";"88714";"1984_4";"Locations";NA;"Factual Statement by Author";NA
"Soviet Union";"flawed / in need of improvement";"95724";"1975_4";"Locations";"present";NA;NA
